kind,id,file,heading,source_id,source_label,auteur,titre,source_year,nature,status,priority,type_unite,source_short_title,annee,dossier_source,fichier_source_original,pages_pdf_exemplaire,statut,titre_article,titre_ouvrage,direction,serie,lieu_edition,editeur,pagination,pages_pdf,fiabilite,fichier_source_recommande,chapitres,chapitres_secondaires,niveau_preuve,citation_directe,date_pdf,partie,note,volume_contenant,isbn,artiste,titre_album,date_sortie_album,label,catalogue,producteurs,source_drive,titre_revue,volume_numero,doi,concepts,auteurs_direction,auteur_alias,note_auteur,date,institution,command_paper,collection,usage,source_url,titre_chapitre,titre_section,publication_connue,pagination_article,collection_ou_imprint,fichier_source,note_s29,auteur_principal,lieu_publication,annee_publication,isbn_paperback,isbn_hardback,isbn_cloth,editeurs,edition,titre_ouvrage_recense,auteur_ouvrage_recense,annee_ouvrage_recense,revue,volume,dossier,date_publication,url,reference_complete,source_origin,arbitrage,prudence,legacy_id,croisements_corpus,distinction_critique,imprint
source,S36,registers/references/master_references.md,"S36 — Crosthwaite, historicisme imaginatif, s.d.",,"S36 — Crosthwaite, historicisme imaginatif, s.d.",Paul Crosthwaite,Critique de l’historicisme imaginatif,2016,critique méthodologique,,,,"Paul Crosthwaite, Trauma and Degeneration: Joy Division and Pop Criticism’s Imaginative Historicism, 2016",s.d.,,,,a_consolider,,,,,,,,,moyenne,,"[""Chapitre 1""]",,,,,,,,,,,,,,,,,,,,,,,,,,,"[""réception critique"", ""méthode""]",,,,,,,,,,,,,,,,,,,,,,,,,Référence exacte à préciser.,"[""registre historique""]",Référence à localiser ; utile pour cadrer les risques de projection rétrospective.,,,,,
source,S38,registers/references/master_references.md,"S38 — Saville / Manchester United / Adidas, Pulsebeat of Manchester, 2023",,"S38 — Saville / Manchester United / Adidas, Pulsebeat of Manchester, 2023",Peter Saville / Manchester United / Adidas,Collection Pulsebeat of Manchester,2022–2024,objet visuel / patrimonialisation contemporaine,,,,"Peter Saville ; Manchester United ; adidas, Pulsebeat of Manchester collection, 2022–2024",2023,,,,a_consolider,,,,,,,,,moyenne,,"[""Chapitre 1"", ""Chapitre 14""]",,,,,,,,,,,,,,,,,,,,,,,,,,,"[""patrimonialisation"", ""design""]",,,,,,,,,,,,,,,,,,,,,,,,,Référence exacte à préciser.,"[""registre historique""]",Source contemporaine ; probablement à traiter surtout au chapitre 14.,,,,,
source,S39,registers/references/master_references.md,"S39 — Bauman, modernité liquide, s.d.",,"S39 — Bauman, modernité liquide, s.d.",Zygmunt Bauman,Concept de modernité liquide,2000,concept sociologique,,,,"Zygmunt Bauman, Liquid Modernity, 2000",s.d.,,,,a_consolider,,,,,,,,,forte,,"[""Chapitre 1""]",,,,,,,,,,,,,,,,,,,,,,,,,,,"[""liquidité"", ""liens sociaux""]",,,,,,,,,,,,,,,,,,,,,,,,,"BAUMAN, Zygmunt, Modernité liquide, édition à préciser.","[""registre historique""]",Édition française ou originale à fixer avant citation.,,,,,
source,S40,registers/references/master_references.md,"S40 — Cacciatore, nostalgie du futur, s.d.",,"S40 — Cacciatore, nostalgie du futur, s.d.",Fortunato M. Cacciatore,Formule « nostalgie du futur »,2021,concept / citation à vérifier,,,,"Fortunato M. Cacciatore, ...waiting for something to happen..., 2021",s.d.,,,,a_consolider,,,,,,,,,faible,,"[""Chapitre 1""]",,,,,,,,,,,,,,,,,,,,,,,,,,,"[""temps"", ""futur perdu""]",,,,,,,,,,,,,,,,,,,,,,,,,Référence exacte à préciser.,"[""registre historique""]",Référence incertaine ; ne pas utiliser comme source probatoire avant identification exacte.,,,,,
source,S41,registers/references/master_references.md,"S41 — Hook, Unknown Pleasures, 2012",,"S41 — Hook, Unknown Pleasures, 2012",Peter Hook,Unknown Pleasures: Inside Joy Division,2012,mémoire primaire,,,,"Peter Hook, Unknown Pleasures: Inside Joy Division, 2012",2012,,,,atomisee,,,,,,,,,forte,,"[""Chapitre 1"", ""Chapitre 2"", ""Chapitre 3"", ""Chapitre 5"", ""Chapitre 6"", ""Chapitre 7"", ""Chapitre 8"", ""Chapitre 9"", ""Chapitre 10"", ""Chapitre 11"", ""Chapitre 13"", ""Chapitre 14""]",,,,,,,,,,,,,,,,,,,,,,,,,,,"[""mémoire interne"", ""formation du groupe"", ""dynamique musicale"", ""Factory""]",,,,,,,,,,,,,,,,,,,,,,,,,"HOOK, Peter, Unknown Pleasures: Inside Joy Division, Londres, Simon & Schuster, 2012.","[""data/registre.json"", ""atomisation"", ""registre historique""]",Peter Hook conserve l’identifiant canonique S41. Les fichiers sources/hook/* restent cohérents et ne doivent pas être migrés.,,"[""S35""]",,,
source,S45,registers/references/master_references.md,"S45 — Curtis, Touching from a Distance, 1995",,"S45 — Curtis, Touching from a Distance, 1995",Deborah Curtis,Touching from a Distance: Ian Curtis and Joy Division,1995,mémoire primaire,,,,"Deborah Curtis, Touching from a Distance: Ian Curtis and Joy Division, 1995",1995,,,,atomisee_a_consolider,,,,,,,,,forte,,"[""Chapitre 10"", ""Chapitre 11"", ""Chapitre 12"", ""Chapitre 14""]",,,,,,,,,,,,,,,,,,,,,,,,,,,"[""mémoire intime"", ""Ian Curtis"", ""domesticité"", ""maladie"", ""derniers mois""]",,,,,,,,,,,,,,,,,,,,,,,,,"CURTIS, Deborah, Touching from a Distance: Ian Curtis and Joy Division, Londres, Faber and Faber, 1995.","[""data/registre.json"", ""atomisation""]",Référence repo canonique ; S37 est conservé comme legacy migré.,,,,,
source,S46,registers/references/master_references.md,"S46 — Johnson, An Ideal for Living, 1984",,"S46 — Johnson, An Ideal for Living, 1984",Mark Johnson ; David Lees ; Paul Morley ; Jon Wozencroft,An Ideal for Living: An History of Joy Division,1984,livre documentaire ancien,,,,"Mark Johnson ; David Lees ; Paul Morley ; Jon Wozencroft, An Ideal for Living: An History of Joy Division, 1984",1984,,,,consolidee_a_atomiser,,,,,,,,,forte,,"[""Chapitre 2"", ""Chapitre 8"", ""Chapitre 14""]",,,,,,,,,,,,,,,,,,,,,,,,,,,"[""chronologie fondatrice"", ""premières années"", ""discographie initiale""]",,,,,,,,,,,,,,,,,,,,,,,,,"JOHNSON, Mark ; LEES, David ; MORLEY, Paul ; WOZENCROFT, Jon, An Ideal for Living: An History of Joy Division. From their mythical origins as The Stiff Kittens to their programmed future as New Order, Londres, Proteus Books, 1984, 125 p., ISBN 0862761654 (paperback) / 0862761662 (hardback). Rééditions : Bobcat Books, 1986 ; Omnibus Press / Music Sales, 1986-1988 selon notices.","[""data/registre.json"", ""document maître chapitre 2"", ""vérification web""]","Corrige l’entrée provisoire « Bobcat Books, 1984 » : l’édition originale repérée est Proteus Books, 1984 ; Bobcat correspond à une réédition.",,,,,
source,S47,registers/references/master_references.md,"S47 — West, Joy Division, 1984",,"S47 — West, Joy Division, 1984",Mike West,Joy Division,1984,livre documentaire ancien / source secondaire de recoupement,,,,"Mike West, Joy Division, 1984",1984,,,,consolidee_a_atomiser,,,,,,,,,moyenne,,"[""Chapitre 2"", ""Chapitre 5"", ""Chapitre 10"", ""Chapitre 11"", ""Chapitre 14""]",,,,,,,,,,,,,,,,,,,,,,,,,,,"[""recoupement biographique"", ""recoupement chronologique"", ""critique du mythe Curtis"", ""discographie""]",,,,,,,,,,,,,,,,,,,,,,,,,"WEST, Mike, Joy Division, Londres, Babylon Books, 1984, 64 p., ISBN 0-907188-21-4. Photographies : Kevin Cummins.","[""data/registre.json"", ""vérification web""]","Corrige l’année provisoire 1983 en 1984. Source utile mais à recouper avec Hook, Curtis, Johnson, Flowers et les archives discographiques.",,,,,
source,S68,registers/references/master_references.md,"S68 — Broll, Joy Division, 1988",,"S68 — Broll, Joy Division, 1988",Marco Broll,Joy Division,1988,livret critique et documentaire / source secondaire de recoupement,,,,"Marco Broll, Joy Division, 1988",1988,,,,consolidee_a_confirmer_sur_exemplaire,,,,,,,,,moyenne,,"[""Chapitre 2"", ""Chapitre 3"", ""Chapitre 6"", ""Chapitre 8"", ""Chapitre 9"", ""Chapitre 14""]",,,,,,,,,,,,,,,,,,,,,,,,,,,"[""recoupement chronologique"", ""recoupement discographique"", ""sessions"", ""concerts"", ""objets discographiques"", ""bootlegs""]",,,,,,,,,,,,,,,,,,,,,,,,,"BROLL, Marco, Joy Division, Viterbo, Stampa Alternativa, coll. Sconcerto, 1988. Livret italien accompagné selon les exemplaires d’un 7 pouces ou d’un mini-CD ; référence éditoriale exacte et ISBN éventuel à confirmer sur l’exemplaire OCRisé.","[""data/registre.json"", ""atomisation"", ""vérification web""]","La référence web stabilise auteur, titre, éditeur et année générale. Le repo conserve une réserve car l’OCR source peut provenir d’une variante ou réédition.",,"[""S68""]",,,
source,S69,registers/references/master_references.md,"S69 — Greig & Strong, But We Remember When We Were Young, 2014",,"S69 — Greig & Strong, But We Remember When We Were Young, 2014",Alastair Greig ; Catherine Strong,But We Remember When We Were Young,2014,article scientifique traduit,,,,"Alastair Greig ; Catherine Strong, But We Remember When We Were Young, 2014",2014,,,,atomisee,,,,,,,,,forte,,"[""Chapitre 9"", ""Chapitre 10"", ""Chapitre 11"", ""Chapitre 12"", ""Chapitre 14""]",,,,,,,,,,,,,,,,,,,,,,,,,,,"[""nostalgie"", ""mémoire culturelle"", ""témoins d’autorité"", ""patrimonialisation"", ""réception contemporaine"", ""marketing""]",,,,,,,,,,,,,,,,,,,,,,,,,"GREIG, Alastair ; STRONG, Catherine, « But We Remember When We Were Young », Volume ! La revue des musiques populaires, 11:1, 2014, p. 191-205, DOI : 10.4000/volume.4390.","[""data/registre.json"", ""atomisation""]",Référence consolidée ; citations à distinguer entre traduction publiée et citations indirectement rapportées.,,,,,
source,S70,registers/references/master_references.md,"S70 — Suatoni, Dal cuore della città / From the Centre of the City, 1990",,"S70 — Suatoni, Dal cuore della città / From the Centre of the City, 1990",Alfredo Suatoni,Joy Division: Dal cuore della città / From the Centre of the City,1990,livret critique et documentaire / source secondaire de recoupement,,,,"Alfredo Suatoni, Joy Division: Dal cuore della città / From the Centre of the City, 1990",1990,,,,consolidee,,,,,,,,,moyenne,,"[""Chapitre 2"", ""Chapitre 3"", ""Chapitre 5"", ""Chapitre 6"", ""Chapitre 7"", ""Chapitre 8"", ""Chapitre 9"", ""Chapitre 10"", ""Chapitre 11"", ""Chapitre 14""]",,,,,,,,,,,,,,,,,,,,,,,,,,,"[""chronologie"", ""discographie"", ""réception"", ""analyse sonore"", ""paroles"", ""culte"", ""Factory"", ""héritage posthume""]",,,,,,,,,,,,,,,,,,,,,,,,,"SUATONI, Alfredo, Joy Division: Dal cuore della città / From the Centre of the City, Viterbo, Stampa Alternativa, coll. Sconcerto, 1990, 72 p., ISBN 88-7226-026-4. Certaines notices signalent une édition ou diffusion 1993 avec mini-CD ; conserver 1990 comme édition initiale à vérifier sur l’exemplaire.","[""data/registre.json"", ""atomisation"", ""vérification web""]",Remplace le titre générique « Joy Division ». Les citations restent à revérifier sur scan propre car l’OCR est bruité.,,,,,
source,S71,registers/references/master_references.md,"S71 — Flowers, Dreams Never End, 1995/2012",,"S71 — Flowers, Dreams Never End, 1995/2012",Claude Flowers,New Order + Joy Division: Dreams Never End,1995/2012,livre biographique et discographique,,,,"Claude Flowers, New Order + Joy Division: Dreams Never End, 1995/2012",1995/2012,,,,atomisee,,,,,,,,,moyenne,,"[""Chapitre 1"", ""Chapitre 2"", ""Chapitre 3"", ""Chapitre 5"", ""Chapitre 6"", ""Chapitre 7"", ""Chapitre 8"", ""Chapitre 9"", ""Chapitre 10"", ""Chapitre 11"", ""Chapitre 14""]",,,,,,,,,,,,,,,,,,,,,,,,,,,"[""Joy Division"", ""New Order"", ""Manchester"", ""Factory"", ""transition posthume"", ""Hacienda"", ""Blue Monday"", ""Substance"", ""héritage""]",,,,,,,,,,,,,,,,,,,,,,,,,"FLOWERS, Claude, New Order + Joy Division: Dreams Never End, Londres, Omnibus Press, 1995 ; édition numérique Omnibus Press, 2012, EISBN 978-0-85712-760-0.","[""data/registre.json"", ""atomisation""]",Source secondaire publiée ; citations d’acteurs à distinguer de la narration de Flowers.,,,,,
source,S72,registers/references/master_references.md,"S72 — Reynolds, Rip It Up and Start Again, 2005/2006",,"S72 — Reynolds, Rip It Up and Start Again, 2005/2006",Simon Reynolds,Rip It Up and Start Again: Postpunk 1978–1984,2005/2006,essai historique et critique,,,,"Simon Reynolds, Rip It Up and Start Again: Postpunk 1978–1984, 2005/2006",2005/2006,,,,atomisee,,,,,,,,,forte,,"[""Chapitre 1"", ""Chapitre 2"", ""Chapitre 3"", ""Chapitre 5"", ""Chapitre 7"", ""Chapitre 8"", ""Chapitre 9"", ""Chapitre 10"", ""Chapitre 11"", ""Chapitre 13"", ""Chapitre 14""]",,,,,,,,,,,,,,,,,,,,,,,,,,,"[""post-punk"", ""Joy Division"", ""Manchester"", ""Factory"", ""Ballard"", ""DIY"", ""New Order"", ""goth"", ""héritage""]",,,,,,,,,,,,,,,,,,,,,,,,,"REYNOLDS, Simon, Rip It Up and Start Again: Postpunk 1978–1984, Londres, Faber and Faber, 2005 ; New York, Penguin Books, 2006.","[""data/registre.json"", ""atomisation"", ""registre historique""]",S72 est l’identifiant canonique du repo ; S20 est conservé comme legacy_id issu des anciens documents de travail.,,"[""S20""]",,,
source,S73,registers/references/master_references.md,"S73 — Blue Orchids, entrée historique à consolider, s.d.",,"S73 — Blue Orchids, entrée historique à consolider, s.d.",Blue Orchids,Référence à préciser,s.d.,référence musicale / scène Manchester,,,,"Blue Orchids, Référence historique à consolider, s.d.",s.d.,,,,a_consolider,,,,,,,,,moyenne,,"[""Chapitre 1""]",,,,,,,,,,,,,,,,,,,,,,,,,,,"[""post-punk"", ""scène de Manchester""]",,,,,,,,,,,,,,,,,,,,,,,,,À consolider depuis le registre historique.,"[""registre historique"", ""data/registre.json""]","Blue Orchids est déplacé en S73 afin de laisser S41 à Peter Hook, dont les fichiers atomisés utilisent déjà cet identifiant.",,"[""S41-HIST""]",,,
source,S89,registers/references/master_references.md,"S89 — Savage, England's Dreaming, 1991",,"S89 — Savage, England's Dreaming, 1991",Jon Savage,"England's Dreaming: Anarchy, Sex Pistols, Punk Rock, and Beyond",1991,histoire critique du punk britannique / source secondaire critique majeure,,,,"Jon Savage, England's Dreaming: Anarchy, Sex Pistols, Punk Rock, and Beyond, 1991",1991,,,,source_canonique_fixee,,,,,,,,,forte,,"[""Chapitre 1"", ""Chapitre 2"", ""Chapitre 3"", ""Chapitre 4""]","[""Chapitre 11"", ""Chapitre 14""]",,,,,,,,,,,,,,,,,,,,,,,,,,"[""Jon Savage"", ""Sex Pistols"", ""McLaren"", ""Westwood"", ""Lesser Free Trade Hall"", ""4 juin 1976"", ""20 juillet 1976"", ""Manchester punk"", ""Buzzcocks"", ""Devoto"", ""Shelley"", ""Spiral Scratch"", ""New Hormones"", ""Tony Wilson"", ""Factory Records"", ""So It Goes"", ""Sniffin' Glue"", ""fanzines"", ""no future"", ""post-punk"", ""contexte chapitres 1-4""]",,,,,,,,,,,,,,,,,,,,,,,,,"SAVAGE, Jon, England's Dreaming: Anarchy, Sex Pistols, Punk Rock, and Beyond, Londres, Faber and Faber, 1991.","[""data/registre.json"", ""registers/references/s89_savage_englands_dreaming_source_canonique.md""]","S89 désigne exclusivement l'édition Faber and Faber 1991 (hardback, ISBN 0-571-13975-6). Les éditions révisées (St. Martin's Griffin 1992, Faber paperback 2001, Faber 2005) doivent être citées explicitement. Ne pas confondre avec les autres ouvrages de Jon Savage (Teenage, 1966, This Searing Light), ni avec son foreword à S45, ni avec sa coédition de S79. Atomisation à démarrer.",,,,,
source,S90,registers/references/master_references.md,"S90 — Fisher, Ghosts of My Life, 2014",,"S90 — Fisher, Ghosts of My Life, 2014",Mark Fisher,"Ghosts of My Life: Writings on Depression, Hauntology and Lost Futures",2014,recueil d'essais critiques / source théorique primaire pour la hauntologie et les lost futures,,,,"Mark Fisher, Ghosts of My Life: Writings on Depression, Hauntology and Lost Futures, 2014",2014,,,,source_canonique_fixee,,,,,,Zero Books,,,forte,,"[""Chapitre 7"", ""Chapitre 11"", ""Chapitre 12"", ""Chapitre 14""]","[""Chapitre 6"", ""Chapitre 9"", ""Chapitre 13""]",,,,,,,978-1-78099-226-6,,,,,,,,,,,,,,,,,,,"[""Mark Fisher"", ""K-Punk"", ""hauntology"", ""lost futures"", ""slow cancellation of the future"", ""popular modernism"", ""capitalist realism"", ""depression"", ""Joy Division"", ""Closer"", ""Atmosphere"", ""Decades"", ""Burial"", ""Caretaker"", ""John Foxx"", ""Derrida"", ""Berardi"", ""Reynolds"", ""Patrick Keiller"", ""Sapphire and Steel"", ""dyschronia"", ""Zero Books""]",,,,,,,,,,,,,,,,,,,,,,,,,"FISHER, Mark, Ghosts of My Life: Writings on Depression, Hauntology and Lost Futures, Winchester (UK) ; Washington (US), Zero Books, 2014, ISBN 978-1-78099-226-6.","[""data/registre.json"", ""registers/references/s90_fisher_ghosts_of_my_life_source_canonique.md""]","S90 désigne exclusivement le recueil Ghosts of My Life (Zero Books, 2014). Ne pas confondre avec Capitalist Realism (2009), The Weird and the Eerie (2016), K-Punk (2018 posthume), Postcapitalist Desire (2020 posthume), les billets K-Punk en ligne, ni avec la coédition S26 Post-Punk Then and Now (où Fisher est coéditeur, statut distinct). Socle théorique fisherien primaire du corpus ; S29 et S88 le citent au second degré et doivent être recroisés avec S90 lors de l'atomisation. Distinguer hauntologie fisherienne (culture populaire) de hantologie derridienne (Specters of Marx, 1993).",,,"[""S26 (coédition Fisher)"", ""S29 Goddard (médiation hauntologie)"", ""S88 Cashell (Fisher×3)"", ""S72 Reynolds (Retromania débat)"", ""S52 Rabbito (Control)"", ""S87 Otter Bickerdike (posteconomy)""]",,
source,S91,registers/references/master_references.md,"S91 — Reynolds, Retromania, 2011",,"S91 — Reynolds, Retromania, 2011",Simon Reynolds,Retromania: Pop Culture's Addiction to Its Own Past,2011,essai de critique culturelle / théorie de la culture pop des années 2000,,,,"Simon Reynolds, Retromania: Pop Culture's Addiction to Its Own Past, 2011",2011,,,,source_canonique_fixee,,,,,,Faber and Faber,,,forte,,"[""Chapitre 7"", ""Chapitre 14""]","[""Chapitre 9"", ""Chapitre 11"", ""Chapitre 13""]",,,,,,,978-0-571-23269-1,,,,,,,,,,,,,,,,,,,"[""Simon Reynolds"", ""Retromania"", ""hyperstasis"", ""revival"", ""post-punk revival"", ""Interpol"", ""Editors"", ""Bloc Party"", ""Franz Ferdinand"", ""vinyl revival"", ""archive fever"", ""YouTube"", ""reunion economy"", ""hypnagogic pop"", ""chillwave"", ""vaporwave"", ""Ariel Pink"", ""slow cancellation of the future"", ""Mark Fisher dialogue"", ""Jameson"", ""Huyssen"", ""Boym"", ""nostalgia"", ""Faber 2011""]",,,,,,,,,,,,,,,,,,,,,,,,,"REYNOLDS, Simon, Retromania: Pop Culture's Addiction to Its Own Past, Londres, Faber and Faber, 2011, ISBN 978-0-571-23269-1.","[""data/registre.json"", ""registers/references/s91_reynolds_retromania_source_canonique.md""]","S91 désigne exclusivement Retromania (Faber and Faber, 2011, ISBN 978-0-571-23269-1). Distinction stricte avec S72 Rip It Up (2005) du même auteur — ouvrages, objets et méthodes radicalement distincts (chronologie 1978-1984 vs théorie du revival 2000-2010). Paire critique indissociable avec S90 Fisher : Reynolds (hyperstasis, addiction archivistique) et Fisher (hauntologie, lost futures) forment le dyptique théorique de l'épuisement futural pop. Toute attribution conceptuelle commune doit identifier l'auteur source précis. Atomisation à démarrer.",,,"[""S72 (distinction critique)"", ""S90 Fisher (paire critique indissociable)"", ""S26 (post-punk studies)"", ""S29 Goddard (citation à recroiser)"", ""S88 Cashell (citation à recroiser)"", ""S78 Nevarez (citation à recroiser)""]","{""s72_vs_s91"": ""S72 Reynolds Rip It Up and Start Again (2005, chronologie post-punk 1978-1984) et S91 Reynolds Retromania (2011, essai sur le revival 2000-2010) sont DEUX OUVRAGES DISTINCTS du même auteur. NE JAMAIS confondre. Vérifier titre + année avant attribution."", ""s91_vs_autres_reynolds"": ""S91 ne désigne pas Energy Flash (1998), Bring the Noise (2007), Shock and Awe (2016), Futuromania (2024).""}",
source,S92,registers/references/master_references.md,"S92 — Corbijn, Inwards and Onwards, 2005",,"S92 — Corbijn, Inwards and Onwards, 2005",Anton Corbijn,Inwards and Onwards,2005,monographie photographique / source primaire visuelle / rétrospective de portraits 1979-2005,,,,"Anton Corbijn, Inwards and Onwards, 2005",2005,,,,source_canonique_fixee,,,,,Munich,Schirmer/Mosel,,,forte,,"[""Chapitre 7"", ""Chapitre 9"", ""Chapitre 14""]","[""Chapitre 4"", ""Chapitre 6"", ""Chapitre 8"", ""Chapitre 13""]",,,,,,,978-3-8296-0184-4 (à vérifier sur exemplaire),,,,,,,,,,,,,,,,,,,"[""Anton Corbijn"", ""Inwards and Onwards"", ""Schirmer/Mosel"", ""Joy Division"", ""Lancaster Gate"", ""métro de Londres"", ""5 janvier 1979"", ""Ian Curtis portraits"", ""noir et blanc"", ""regard néerlandais"", ""NME"", ""U2"", ""Depeche Mode"", ""R.E.M."", ""Tom Waits"", ""Atmosphere clip 1988"", ""Control film 2007"", ""rétrospective"", ""iconographie internationale""]",,,,,,,,,,,,,,,,,,,,,,,,,"CORBIJN, Anton, Inwards and Onwards, Munich, Schirmer/Mosel, 2005. ISBN à verrouiller sur exemplaire.","[""data/registre.json"", ""registers/references/s92_corbijn_inwards_and_onwards_source_canonique.md""]","S92 désigne exclusivement la monographie Inwards and Onwards (Schirmer/Mosel, 2005). Aucune absorption des autres monographies Corbijn ni du film Control ni du livre In Control (2007). Dyptique iconographique fondateur avec S09 Cummins : Cummins = regard interne mancunien NME ; Corbijn = regard externe néerlandais Londres/continental. Tout atome iconographique du corpus doit identifier le photographe source. Identifié comme lacune critique du Ch.09 dans l'audit du 2026-05-27 (diffusion visuelle internationale). ISBN et pagination à verrouiller sur exemplaire lors de l'atomisation.",,,"[""S09 Cummins (dyptique iconographique fondateur"", ""miroir interne/externe)"", ""S45 Curtis (Corbijn réalise Control 2007 d'après Touching from a Distance)"", ""S52 Rabbito (analyse italienne du film Control)"", ""S88 Cashell (réseau Saville/Corbijn)"", ""S87 Otter Bickerdike (posteconomy visuelle)"", ""S48 De Sia (graphisme JD complémentaire)"", ""S37 Morley (presse NME contemporaine)""]","{""s92_vs_autres_corbijn"": ""S92 ne désigne pas Famouz (1989), Star Trak (1996), 33 Still Lives (1999), U2 & I (2005, distinct), In Control (2007, livre compagnon du film), Waits/Corbijn (2013), Mood/Mode (2013), 1-2-3-4 (2019), Depeche Mode by Anton Corbijn (2020). Une même image peut apparaître dans plusieurs monographies avec recadrages et légendes différents — toujours identifier le livre source précis."", ""livre_vs_film"": ""S92 (livre photographique, 2005) ne désigne ni Control (film, 2007) ni In Control (livre compagnon, 2007). Trois œuvres distinctes.""}",
source,S48,registers/references/s48_desia_segno_grafica_visione_source_canonique.md,"S48 — Source canonique — De Sia, « Il segno, la grafica, la visione », 2021",S48,"S48 — De Sia, Il segno, la grafica, la visione, 2021",Alfredo De Sia,"Il segno, la grafica, la visione",2021,,,,reference_canonique,"De Sia, Il segno, la grafica, la visione, 2021",2021,sources/desia_segno_grafica_visione/,,p. 94-98,source canonique fixée ; atomes v2 intégrés,,,,,,,,,,,,,,,,,,"Alfonso Amendola et Linda Barone (dir.), Our Vision Touched the Sky: Fenomenologia dei Joy Division, Roma, Rogas Edizioni, 2021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
source,S35,registers/references/s35_morris_record_play_pause_source_canonique.md,"S35 — Source canonique — Morris, *Record Play Pause*, 2019",S35,"S35 — Morris, Record Play Pause, 2019",Stephen Morris,"Record Play Pause: Confessions of a Post-Punk Percussionist, Volume I",2019,,,,reference_canonique,"Morris, Record Play Pause, 2019",2019,sources/morris_record_play_pause/,,,source canonique fixée ; atomes v2 intégrés,,,,,London,Constable,,,,,,,,,,,,,978-1-47212-619-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Little, Brown Book Group"
source,S35,registers/references/s35_morris_record_play_pause_part_05_reference_supplement.md,Source canonique,,"S35 — Morris, Record Play Pause, 2019",Stephen Morris,"Record Play Pause: Confessions of a Post-Punk Percussionist, Volume I",2019,,,,,"Stephen Morris, Record Play Pause: Confessions of a Post-Punk Percussionist, Volume I, 2019",2019,,,,source primaire rétrospective ; témoignage interne ; mémoire autobiographique stylisée,,,,,,Constable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
source,S35,registers/references/s35_morris_record_play_pause_part_04_reference_supplement.md,Source canonique,,"S35 — Morris, Record Play Pause, 2019",Stephen Morris,"Record Play Pause: Confessions of a Post-Punk Percussionist, Volume I",2019,,,,,"Stephen Morris, Record Play Pause: Confessions of a Post-Punk Percussionist, Volume I, 2019",2019,,,,source primaire rétrospective ; témoignage interne ; mémoire autobiographique stylisée,,,,,,Constable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
source,S43,registers/references/s43_capozzi_weight_on_their_shoulders_source_canonique.md,"S43 — Source canonique — Capozzi, « The weight on their shoulders », 2021",S43,"S43 — Capozzi, The weight on their shoulders, 2021",Eugenio Capozzi,The weight on their shoulders. Ian Curtis e la metamorfosi dei baby boomers,2021,,,,reference_canonique,"Capozzi, The weight on their shoulders, 2021",2021,sources/capozzi_weight_on_their_shoulders/,Alfonso Amendola e Linda Barone - Our vision touched the sky.pdf,,source canonique fixée ; atomes v2 intégrés,,,,,Roma,Rogas Edizioni,,64-75,,,,,,,,,,"Alfonso Amendola et Linda Barone (dir.), Our Vision Touched the Sky: Fenomenologia dei Joy Division",9788845294778,,,,,,,,,,,,,,,,,,,,,,,,,,S43_capozzi_weight_on_their_shoulders_2021.pdf,,,,,,,,,,,,,,,,,,,,,,,,,
source,S44,registers/references/s44_guarino_vomito_culturale_source_canonique.md,"S44 — Source canonique — Guarino, « I Joy Division tra vomito culturale e ideali sottoculturali », 2021",S44,"S44 — Guarino, I Joy Division tra vomito culturale e ideali sottoculturali, 2021",Donato Guarino,I Joy Division tra vomito culturale e ideali sottoculturali,2021,,,,reference_canonique,"Guarino, I Joy Division tra vomito culturale, 2021",2021,sources/guarino_vomito_culturale_ideali_sottoculturali/,,p. 76-92,source canonique fixée ; atomes v2 intégrés,,,,,,,,,,,,,,,,,,"Alfonso Amendola et Linda Barone (dir.), Our Vision Touched the Sky: Fenomenologia dei Joy Division, Roma, Rogas Edizioni, 2021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
