kind,id,file,heading,id,nom,name,definition,filiation,niveau_consensus,chapitres,sources,concept,related_atoms,usage_chapitres,prudence,label,source_id,atoms,statut,source_label,source_short_title,source_year,type_unite,atomes,source_ids,atomes_associes,fonction_argumentative,nom_en,usage_repo,atomes_lies,relations,risques,liens,titre,concepts,fiabilite,resume,origine,motifs_associes,concepts_derives,chapters,nom_original,critiques,nom_fr
concept,CONCEPT-010,registers/concepts/master_concepts.md,CONCEPT-010 — matérialité-manuscrite,CONCEPT-010,matérialité-manuscrite,,"Concept désignant l'ensemble des propriétés physiques des manuscrits d'Ian Curtis — supports, encre, format, traces de correction, supports de fortune — comme données documentaires autonomes. La matérialité n'est pas un simple accident ; elle porte des informations sur les conditions de production, la datation relative et les pratiques d'écriture.
",,,"[""Chapitre 6"", ""Chapitre 11""]",,,,,,,,,"{""type"": [""concept_analytique""], ""stabilite"": ""stable"", ""niveau_consensus"": ""fort""}",,,,,,,,,,"{""fonction"": [""datation indirecte des manuscrits"", ""analyse des conditions de production"", ""lien entre pratique d'écriture et contexte biographique""]}","[""S79-A057"", ""S79-A058"", ""S79-A061"", ""S79-A062""]",,"[""fétichisation des objets"", ""confusion entre support et intention"", ""surinterprétation des accidents matériels""]",,,,,,"{""auteur"": ""critique génétique (Hay, de Biasi)"", ""filiation"": [""génétique textuelle"", ""archivistique littéraire""]}","[""artefact-porteur"", ""espace-d-ecriture""]","[""support comme indice de datation"", ""archive comme matière""]",,,,
concept,CONCEPT-S35-013,registers/concepts/s35_morris_concepts_part_03.md,CONCEPT-S35-013 — Futur technique provincial,CONCEPT-S35-013,,,,,,,,,,,,futur technique provincial,S35,"[""S35-A034"", ""S35-A037""]",candidat_stable,"S35 — Morris, Record Play Pause, 2019","Stephen Morris, Record Play Pause: Confessions of a Post-Punk Percussionist, Volume I, 2019",2019,,,,,,,,,,,,,,,,,,,"[""Chapitre 1"", ""Chapitre 3""]",,,
concept,CONCEPT-S35-014,registers/concepts/s35_morris_concepts_part_03.md,CONCEPT-S35-014 — Disque comme école matérielle,CONCEPT-S35-014,,,,,,,,,,,,disque comme école matérielle,S35,"[""S35-A038"", ""S35-A039""]",candidat_stable,"S35 — Morris, Record Play Pause, 2019","Stephen Morris, Record Play Pause: Confessions of a Post-Punk Percussionist, Volume I, 2019",2019,,,,,,,,,,,,,,,,,,,"[""Chapitre 1"", ""Chapitre 3"", ""Chapitre 14""]",,,
concept,CONCEPT-S35-015,registers/concepts/s35_morris_concepts_part_03.md,CONCEPT-S35-015 — Concert comme environnement total,CONCEPT-S35-015,,,,,,,,,,,,concert comme environnement total,S35,"[""S35-A041"", ""S35-A043""]",candidat_stable,"S35 — Morris, Record Play Pause, 2019","Stephen Morris, Record Play Pause: Confessions of a Post-Punk Percussionist, Volume I, 2019",2019,,,,,,,,,,,,,,,,,,,"[""Chapitre 2"", ""Chapitre 3""]",,,
concept,CONCEPT-S35-016,registers/concepts/s35_morris_concepts_part_03.md,CONCEPT-S35-016 — Studio comme énigme avant Hannett,CONCEPT-S35-016,,,,,,,,,,,,studio comme énigme avant Hannett,S35,"[""S35-A044""]",candidat_stable,"S35 — Morris, Record Play Pause, 2019","Stephen Morris, Record Play Pause: Confessions of a Post-Punk Percussionist, Volume I, 2019",2019,,,,,,,,,,,,,,,,,,,"[""Chapitre 3"", ""Chapitre 6""]",,,
concept,CONCEPT-S35-017,registers/concepts/s35_morris_concepts_part_03.md,CONCEPT-S35-017 — Faire groupe avant de savoir jouer,CONCEPT-S35-017,,,,,,,,,,,,faire groupe avant de savoir jouer,S35,"[""S35-A046""]",candidat_stable,"S35 — Morris, Record Play Pause, 2019","Stephen Morris, Record Play Pause: Confessions of a Post-Punk Percussionist, Volume I, 2019",2019,,,,,,,,,,,,,,,,,,,"[""Chapitre 2"", ""Chapitre 3""]",,,
concept,CONCEPT-S35-018,registers/concepts/s35_morris_concepts_part_03.md,CONCEPT-S35-018 — Batterie comme médium de l’immédiateté,CONCEPT-S35-018,,,,,,,,,,,,batterie comme médium de l’immédiateté,S35,"[""S35-A047""]",candidat_stable,"S35 — Morris, Record Play Pause, 2019","Stephen Morris, Record Play Pause: Confessions of a Post-Punk Percussionist, Volume I, 2019",2019,,,,,,,,,,,,,,,,,,,"[""Chapitre 3""]",,,
concept,CONCEPT-120,registers/concepts/s41_hook_concepts_1979_unknown_pleasures_track_by_track_2_timeline_four_jan_oct.md,CONCEPT-120 — chant redistribué,CONCEPT-120,chant redistribué,,"Situation où la fonction vocale n’est pas strictement monopolisée par Curtis : Hook peut chanter la voix principale tandis que Curtis soutient en backing vocal, ce qui nuance l’image d’un groupe entièrement centré sur le chanteur.
",,,"[""Chapitre 3"", ""Chapitre 4"", ""Chapitre 8""]",,,,,,,,,"{""type"": [""concept_voix"", ""concept_groupe"", ""concept_chanson""], ""stabilite"": ""stable""}",,,,,,,,,,,"[""S41-A154""]","[{""type"": ""prolonge"", ""cible"": ""CONCEPT-095""}, {""type"": ""nuance"", ""cible"": ""MYTH-CURTIS-SOLE-GENIUS""}]","[""minimiser le rôle central de Curtis"", ""isoler Interzone du reste de l’album""]",,,,,,,,,,,,
concept,CONCEPT-121,registers/concepts/s41_hook_concepts_1979_unknown_pleasures_track_by_track_2_timeline_four_jan_oct.md,CONCEPT-121 — clôture atmosphérique,CONCEPT-121,clôture atmosphérique,,"Fonction d’un morceau de fin d’album qui ne résout pas mais dissout : jam, bruitages, synthétiseur bricolé, confusion instrumentale et espace sonore produisent une sortie vers le vide.
",,,"[""Chapitre 3"", ""Chapitre 8""]",,,,,,,,,"{""type"": [""concept_album"", ""concept_studio"", ""concept_son""], ""stabilite"": ""stable""}",,,,,,,,,,,"[""S41-A155""]","[{""type"": ""prolonge"", ""cible"": ""CONCEPT-100""}, {""type"": ""prolonge"", ""cible"": ""CONCEPT-117""}]","[""téléologiser la clôture vers la mort de Curtis"", ""réduire le morceau à ses seuls effets de studio""]",,,,,,,,,,,,
concept,CONCEPT-122,registers/concepts/s41_hook_concepts_1979_unknown_pleasures_track_by_track_2_timeline_four_jan_oct.md,CONCEPT-122 — chronologie par couches,CONCEPT-122,chronologie par couches,,"Mode d’organisation de l’année 1979 distinguant les couches d’événements — sorties, sessions, concerts, télévisions, presse, santé, domesticité — sans les fusionner dans une narration causale unique.
",,,"[""Chapitre 3"", ""Chapitre 4"", ""Chapitre 6"", ""Chapitre 8"", ""Chapitre 12"", ""Chapitre 14""]",,,,,,,,,"{""type"": [""concept_methode"", ""concept_chronologie"", ""concept_rag""], ""stabilite"": ""stable""}",,,,,,,,,,,"[""S41-A156""]","[{""type"": ""prolonge"", ""cible"": ""CONCEPT-100""}, {""type"": ""prolonge"", ""cible"": ""CONCEPT-111""}]","[""transformer la chronologie en causalité téléologique"", ""oublier le caractère éditorial de la timeline""]",,,,,,,,,,,,
concept,CONCEPT-123,registers/concepts/s41_hook_concepts_1979_unknown_pleasures_track_by_track_2_timeline_four_jan_oct.md,CONCEPT-123 — icône par contrainte,CONCEPT-123,icône par contrainte,,"Formation d’une image canonique dans un cadre pauvre : peu de pellicule, froid, rapidité de prise de vue, économie punk et efficacité du regard photographique.
",,,"[""Chapitre 5"", ""Chapitre 14""]",,,,,,,,,"{""type"": [""concept_image"", ""concept_presse"", ""concept_materiel""], ""stabilite"": ""assez_stable""}",,,,,,,,,,,"[""S41-A157""]","[{""type"": ""prolonge"", ""cible"": ""CONCEPT-101""}]","[""réduire la photographie à la pénurie matérielle"", ""effacer la compétence de Kevin Cummins""]",,,,,,,,,,,,
concept,CONCEPT-124,registers/concepts/s41_hook_concepts_1979_unknown_pleasures_track_by_track_2_timeline_four_jan_oct.md,CONCEPT-124 — santé comme couche de professionnalisation,CONCEPT-124,santé comme couche de professionnalisation,,"Lecture de 1979 dans laquelle le diagnostic d’épilepsie ne remplace pas l’histoire du groupe, mais s’ajoute aux couches de visibilité, radio, Factory, sessions et tournées.
",,,"[""Chapitre 6"", ""Chapitre 12""]",,,,,,,,,"{""type"": [""concept_sante"", ""concept_management"", ""concept_chronologie""], ""stabilite"": ""stable""}",,,,,,,,,,,"[""S41-A158""]","[{""type"": ""prolonge"", ""cible"": ""CONCEPT-091""}, {""type"": ""prolonge"", ""cible"": ""CONCEPT-107""}]","[""causalité médicale totale"", ""effacement du consentement et de l’ambition de Curtis""]",,,,,,,,,,,,
concept,CONCEPT-125,registers/concepts/s41_hook_concepts_1979_unknown_pleasures_track_by_track_2_timeline_four_jan_oct.md,CONCEPT-125 — professionnalisation radiophonique,CONCEPT-125,professionnalisation radiophonique,,"Passage de la radio comme prestige symbolique à la radio comme pratique professionnelle : session BBC, producteur, studio, canteen, traitement du groupe comme musiciens légitimes.
",,,"[""Chapitre 6"", ""Chapitre 8"", ""Chapitre 14""]",,,,,,,,,"{""type"": [""concept_radio"", ""concept_studio"", ""concept_reception""], ""stabilite"": ""stable""}",,,,,,,,,,,"[""S41-A159""]","[{""type"": ""prolonge"", ""cible"": ""CONCEPT-092""}]","[""confondre validation BBC et succès commercial""]",,,,,,,,,,,,
concept,CONCEPT-126,registers/concepts/s41_hook_concepts_1979_unknown_pleasures_track_by_track_2_timeline_four_jan_oct.md,CONCEPT-126 — Atmosphere avant funérailles,CONCEPT-126,Atmosphere avant funérailles,,"Principe méthodologique rappelant que « Atmosphere » circule en 1979 comme morceau lent, contrariant et ouvrant parfois les concerts, avant d’être recouvert par son usage funéraire posthume.
",,,"[""Chapitre 4"", ""Chapitre 12"", ""Chapitre 14""]",,,,,,,,,"{""type"": [""concept_chanson"", ""concept_live"", ""concept_anti_teleologie""], ""stabilite"": ""stable""}",,,,,,,,,,,"[""S41-A163""]","[{""type"": ""nuance"", ""cible"": ""MYTH-ATMOSPHERE-DEATH-SONG""}]","[""effacer la postérité funéraire réelle"", ""isoler le morceau de ses versions et supports""]",,,,,,,,,,,,
concept,CONCEPT-127,registers/concepts/s41_hook_concepts_1979_unknown_pleasures_track_by_track_2_timeline_four_jan_oct.md,CONCEPT-127 — visibilité audiovisuelle stratifiée,CONCEPT-127,visibilité audiovisuelle stratifiée,,"Construction de l’image Joy Division par superposition de festivals, films Factory, captations locales, programmes télévisés et photographies backstage, au-delà des seules pochettes.
",,,"[""Chapitre 5"", ""Chapitre 14""]",,,,,,,,,"{""type"": [""concept_image"", ""concept_television"", ""concept_factory""], ""stabilite"": ""stable""}",,,,,,,,,,,"[""S41-A164""]","[{""type"": ""prolonge"", ""cible"": ""CONCEPT-101""}, {""type"": ""prolonge"", ""cible"": ""S41-A129""}]","[""confondre visibilité accrue et maîtrise complète de l’image""]",,,,,,,,,,,,
concept,CONCEPT-128,registers/concepts/s41_hook_concepts_1979_unknown_pleasures_track_by_track_2_timeline_four_jan_oct.md,CONCEPT-128 — octobre carrefour,CONCEPT-128,octobre carrefour,,"Octobre 1979 comme moment de superposition maximale : *Earcom 2*, FAC 13, session Sordide Sentimental et tournée Buzzcocks se croisent, faisant converger chutes d’album, single, édition limitée et intensification live.
",,,"[""Chapitre 6"", ""Chapitre 8"", ""Chapitre 12"", ""Chapitre 14""]",,,,,,,,,"{""type"": [""concept_chronologie"", ""concept_discographie"", ""concept_tournee""], ""stabilite"": ""stable""}",,,,,,,,,,,"[""S41-A165""]","[{""type"": ""prolonge"", ""cible"": ""CONCEPT-122""}, {""type"": ""prolonge"", ""cible"": ""CONCEPT-111""}]","[""fusionner des objets discographiques distincts"", ""relire toute la période depuis la crise médicale""]",,,,,,,,,,,,
concept,CONCEPT-098,registers/concepts/s41_hook_concepts_1979_factory_deal_unknown_pleasures_release_anti_image.md,CONCEPT-098 — indépendance sans sécurité,CONCEPT-098,indépendance sans sécurité,,"Paradoxe du choix Factory : liberté artistique, profit split favorable et ancrage mancunien, mais absence d’avance, maintien des emplois salariés et pression accrue sur la réussite de l’album.
",,,"[""Chapitre 8"", ""Chapitre 12""]",,,,,,,,,"{""type"": [""concept_factory"", ""concept_economie"", ""concept_industrie""], ""stabilite"": ""stable""}",,,,,,,,,,,"[""S41-A113""]","[{""type"": ""prolonge"", ""cible"": ""CONCEPT-096""}]","[""idéaliser l’indépendance"", ""sous-estimer le coût physique et sanitaire du choix""]",,,,,,,,,,,,
concept,CONCEPT-099,registers/concepts/s41_hook_concepts_1979_factory_deal_unknown_pleasures_release_anti_image.md,CONCEPT-099 — vérité live contre vérité studio,CONCEPT-099,vérité live contre vérité studio,,"Tension entre la puissance que les musiciens croient porter en live et la vérité sonore construite en studio par Hannett : moins frontale, plus froide, plus spatiale et finalement plus durable.
",,,"[""Chapitre 3"", ""Chapitre 8""]",,,,,,,,,"{""type"": [""concept_son"", ""concept_studio"", ""concept_reception_interne""], ""stabilite"": ""stable""}",,,,,,,,,,,"[""S41-A114"", ""S41-A116"", ""S41-A118"", ""S41-A119""]","[{""type"": ""prolonge"", ""cible"": ""CONCEPT-077""}, {""type"": ""prolonge"", ""cible"": ""CONCEPT-097""}]","[""opposer trop mécaniquement live et studio"", ""faire de Hannett le seul auteur du son""]",,,,,,,,,,,,
concept,CONCEPT-100,registers/concepts/s41_hook_concepts_1979_factory_deal_unknown_pleasures_release_anti_image.md,CONCEPT-100 — album comme sélection,CONCEPT-100,album comme sélection,,"Concept désignant *Unknown Pleasures* non comme totalité de ce que Joy Division enregistre en avril 1979, mais comme sélection de dix titres parmi seize, les autres circulant ensuite sur *Earcom 2*, *Still* ou d’autres supports.
",,,"[""Chapitre 3"", ""Chapitre 8""]",,,,,,,,,"{""type"": [""concept_discographie"", ""concept_album"", ""concept_session""], ""stabilite"": ""stable""}",,,,,,,,,,,"[""S41-A117""]","[{""type"": ""prolonge"", ""cible"": ""CONCEPT-084""}]","[""confondre session d’enregistrement et album publié"", ""oublier les chutes productives""]",,,,,,,,,,,,
concept,CONCEPT-101,registers/concepts/s41_hook_concepts_1979_factory_deal_unknown_pleasures_release_anti_image.md,CONCEPT-101 — anti-image post-punk,CONCEPT-101,anti-image post-punk,,"Refus de la mise en avant des visages et de la pose rock : anonymat, grisaille, froid, corps tournés, absence de portraits et priorité affichée à la musique.
",,,"[""Chapitre 5"", ""Chapitre 8"", ""Chapitre 14""]",,,,,,,,,"{""type"": [""concept_image"", ""concept_factory"", ""concept_reception""], ""stabilite"": ""stable""}",,,,,,,,,,,"[""S41-A120"", ""S41-A121""]","[{""type"": ""prolonge"", ""cible"": ""CONCEPT-061""}, {""type"": ""prolonge"", ""cible"": ""CONCEPT-073""}]","[""attribuer à tout moment une stratégie consciente"", ""négliger le hasard, le froid et la gêne corporelle""]",,,,,,,,,,,,
concept,CONCEPT-102,registers/concepts/s41_hook_concepts_1979_factory_deal_unknown_pleasures_release_anti_image.md,CONCEPT-102 — objet culte comme charge matérielle,CONCEPT-102,objet culte comme charge matérielle,,"Processus par lequel un disque canonique apparaît d’abord comme poids physique : cartons, van, escalier, sueur, stockage et distribution artisanale.
",,,"[""Chapitre 8"", ""Chapitre 14""]",,,,,,,,,"{""type"": [""concept_discographie"", ""concept_materiel"", ""concept_factory""], ""stabilite"": ""stable""}",,,,,,,,,,,"[""S41-A122""]","[{""type"": ""prolonge"", ""cible"": ""CONCEPT-076""}, {""type"": ""prolonge"", ""cible"": ""CONCEPT-090""}]","[""désacraliser jusqu’à nier la portée esthétique de l’objet""]",,,,,,,,,,,,
concept,CONCEPT-103,registers/concepts/s41_hook_concepts_1979_factory_deal_unknown_pleasures_release_anti_image.md,CONCEPT-103 — transition *Unknown Pleasures* vers *Closer*,CONCEPT-103,transition Unknown Pleasures vers Closer,,"Phase postérieure à *Unknown Pleasures* où apparaissent ou se transforment « Chance » / « Atmosphere », « Atrocity Exhibition », « Transmission » et « Something Must Break », annonçant le langage de *Closer* et des singles autonomes.
",,,"[""Chapitre 3"", ""Chapitre 4"", ""Chapitre 8""]",,,,,,,,,"{""type"": [""concept_chanson"", ""concept_album"", ""concept_transition""], ""stabilite"": ""assez_stable""}",,,,,,,,,,,"[""S41-A124"", ""S41-A126"", ""S41-A127""]","[{""type"": ""prolonge"", ""cible"": ""CONCEPT-093""}]","[""confondre versions radio, single, live et album""]",,,,,,,,,,,,
concept,CONCEPT-104,registers/concepts/s41_hook_concepts_1979_factory_deal_unknown_pleasures_release_anti_image.md,CONCEPT-104 — famille exclue du groupe,CONCEPT-104,famille exclue du groupe,,"Logique de séparation entre vie du groupe et vie familiale, aggravée par une politique no-girlfriends et par la difficulté de Curtis à articuler épouse, enfant, maladie et ambition musicale.
",,,"[""Chapitre 10"", ""Chapitre 12""]",,,,,,,,,"{""type"": [""concept_domesticite"", ""concept_sante"", ""concept_management""], ""stabilite"": ""fragile"", ""raison_fragilite"": ""L’atome repose sur le récit de Hook et doit être croisé avec Deborah Curtis.\n""}",,,,,,,,,,,"[""S41-A125""]","[{""type"": ""prolonge"", ""cible"": ""CONCEPT-091""}]","[""psychologisation"", ""jugement familial rétrospectif""]",,,,,,,,,,,,
concept,CONCEPT-162,registers/concepts/s41_hook_concepts_1980_epilogue_closer_track_by_track.md,CONCEPT-162 — postérité sans participation,CONCEPT-162,postérité sans participation,,"Situation où la canonisation publique de Joy Division commence alors que les membres survivants refusent de promouvoir les disques, de lire les critiques ou de maintenir activement le groupe mort dans l’espace public.
",,,"[""Chapitre 12"", ""Chapitre 14""]",,,,,,,,,"{""type"": [""concept_postérité"", ""concept_deuil"", ""concept_factory""], ""stabilite"": ""stable""}",,,,,,,,,,,"[""S41-A211""]","[{""type"": ""prolonge"", ""cible"": ""CONCEPT-160""}]","[""confondre retrait promotionnel et absence d’attachement"", ""oublier le rôle actif de Factory et du public dans la postérité""]",,,,,,,,,,,,
concept,CONCEPT-163,registers/concepts/s41_hook_concepts_1980_epilogue_closer_track_by_track.md,CONCEPT-163 — création sans centre,CONCEPT-163,création sans centre,,"Situation des survivants après Curtis : les idées musicales continuent, mais le centre de validation, de direction vocale et d’intuition collective disparaît, obligeant le groupe à enregistrer puis sélectionner après-coup.
",,,"[""Chapitre 14""]",,,,,,,,,"{""type"": [""concept_processus_creatif"", ""concept_new_order"", ""concept_deuil""], ""stabilite"": ""stable""}",,,,,,,,,,,"[""S41-A212""]","[{""type"": ""prolonge"", ""cible"": ""CONCEPT-160""}]","[""présenter New Order comme simple continuation mécanique"", ""effacer le vide de méthode laissé par Curtis""]",,,,,,,,,,,,
concept,CONCEPT-164,registers/concepts/s41_hook_concepts_1980_epilogue_closer_track_by_track.md,CONCEPT-164 — fin nominale / continuité musicale,CONCEPT-164,fin nominale / continuité musicale,,"Principe selon lequel Joy Division s’arrête comme nom, quatuor et entité symbolique, tandis que la pratique musicale des survivants se poursuit sous un autre nom.
",,,"[""Chapitre 14""]",,,,,,,,,"{""type"": [""concept_groupe"", ""concept_postérité"", ""concept_new_order""], ""stabilite"": ""stable""}",,,,,,,,,,,"[""S41-A213""]","[{""type"": ""prolonge"", ""cible"": ""CONCEPT-160""}]","[""dramatiser excessivement un principe déjà arrêté entre les membres""]",,,,,,,,,,,,
concept,CONCEPT-165,registers/concepts/s41_hook_concepts_1980_epilogue_closer_track_by_track.md,CONCEPT-165 — absence au mix,CONCEPT-165,absence au mix,,"Situation où l’absence d’un musicien au moment du mix laisse au producteur et aux autres acteurs la possibilité de transformer radicalement son son, au prix d’une frustration ultérieure.
",,,"[""Chapitre 3"", ""Chapitre 8""]",,,,,,,,,"{""type"": [""concept_studio"", ""concept_hannett"", ""concept_groupe""], ""stabilite"": ""stable""}",,,,,,,,,,,"[""S41-A214""]","[{""type"": ""prolonge"", ""cible"": ""CONCEPT-140""}]","[""réduire Hannett à une violence de studio sans reconnaître la fécondité du résultat""]",,,,,,,,,,,,
concept,CONCEPT-166,registers/concepts/s41_hook_concepts_1980_epilogue_closer_track_by_track.md,CONCEPT-166 — simplicité moderne,CONCEPT-166,simplicité moderne,,"Forme où l’inexpérience ou l’économie structurelle maintient un morceau simple, ce qui permet aux traitements électroniques et au montage analogique de produire une modernité nette plutôt qu’une surcharge.
",,,"[""Chapitre 3"", ""Chapitre 8""]",,,,,,,,,"{""type"": [""concept_studio"", ""concept_synthétiseur"", ""concept_closer""], ""stabilite"": ""stable""}",,,,,,,,,,,"[""S41-A215""]","[{""type"": ""prolonge"", ""cible"": ""CONCEPT-142""}]","[""surestimer la maîtrise technique consciente du groupe""]",,,,,,,,,,,,
concept,CONCEPT-167,registers/concepts/s41_hook_concepts_1980_epilogue_closer_track_by_track.md,CONCEPT-167 — basse-guitare,CONCEPT-167,basse-guitare,,"Fonction de la basse de Hook lorsqu’elle se rapproche de la guitare par le registre, la six-string bass, le chorus, le delay court et la construction mélodique en surplomb.
",,,"[""Chapitre 3"", ""Chapitre 8"", ""Chapitre 14""]",,,,,,,,,"{""type"": [""concept_basse"", ""concept_instrument"", ""concept_new_order""], ""stabilite"": ""stable""}",,,,,,,,,,,"[""S41-A216"", ""S41-A219"", ""S41-A222""]","[{""type"": ""prolonge"", ""cible"": ""CONCEPT-118""}]","[""réduire la transition vers New Order au seul instrument de Hook""]",,,,,,,,,,,,
concept,CONCEPT-168,registers/concepts/s41_hook_concepts_1980_epilogue_closer_track_by_track.md,CONCEPT-168 — confiance mélancolique,CONCEPT-168,confiance mélancolique,,"Lecture de Closer comme album fragile, intense et mélancolique, mais musicalement sûr de lui, moins réticent que certains morceaux d’Unknown Pleasures selon Hook.
",,,"[""Chapitre 8"", ""Chapitre 12""]",,,,,,,,,"{""type"": [""concept_closer"", ""concept_album"", ""concept_reception_interne""], ""stabilite"": ""stable""}",,,,,,,,,,,"[""S41-A217""]","[{""type"": ""nuance"", ""cible"": ""MYTH-CLOSER-FUNERAL-PROPHECY""}]","[""transformer la lecture de Hook en vérité critique universelle""]",,,,,,,,,,,,
concept,CONCEPT-169,registers/concepts/s41_hook_concepts_1980_epilogue_closer_track_by_track.md,CONCEPT-169 — dance abîmée,CONCEPT-169,dance abîmée,,"Présence, dans Closer, d’une logique pop ou dance encore déformée, sombre et accidentée, qui ne se stabilise pas encore comme langage New Order mais en prépare certaines possibilités.
",,,"[""Chapitre 8"", ""Chapitre 14""]",,,,,,,,,"{""type"": [""concept_closer"", ""concept_pop"", ""concept_new_order""], ""stabilite"": ""assez_stable""}",,,,,,,,,,,"[""S41-A218""]","[{""type"": ""prépare"", ""cible"": ""NEW-ORDER-SOUND""}]","[""rétroprojeter trop directement New Order sur Closer""]",,,,,,,,,,,,
concept,CONCEPT-170,registers/concepts/s41_hook_concepts_1980_epilogue_closer_track_by_track.md,CONCEPT-170 — basse transférée au synthé,CONCEPT-170,basse transférée au synthé,,"Procédé d’écriture où une ligne grave pensée par Hook est déplacée au synthétiseur, libérant la basse six-cordes pour un rôle mélodique supérieur.
",,,"[""Chapitre 3"", ""Chapitre 8"", ""Chapitre 14""]",,,,,,,,,"{""type"": [""concept_synthétiseur"", ""concept_basse"", ""concept_new_order""], ""stabilite"": ""stable""}",,,,,,,,,,,"[""S41-A219""]","[{""type"": ""prolonge"", ""cible"": ""CONCEPT-167""}, {""type"": ""prépare"", ""cible"": ""NEW-ORDER-SOUND""}]","[""isoler ce procédé de la contribution de Sumner, Morris et Hannett""]",,,,,,,,,,,,
concept,CONCEPT-171,registers/concepts/s41_hook_concepts_1980_epilogue_closer_track_by_track.md,CONCEPT-171 — illisibilité de la détresse performée,CONCEPT-171,illisibilité de la détresse performée,,"Situation où la force vocale et scénique de Curtis masque ou complique la perception de sa vulnérabilité, de sorte que les paroles ne sont pas reçues en temps réel comme diagnostic évident.
",,,"[""Chapitre 4"", ""Chapitre 12""]",,,,,,,,,"{""type"": [""concept_voix"", ""concept_sante"", ""concept_curtis""], ""stabilite"": ""stable""}",,,,,,,,,,,"[""S41-A220""]","[{""type"": ""prolonge"", ""cible"": ""CONCEPT-119""}, {""type"": ""prolonge"", ""cible"": ""CONCEPT-158""}]","[""prendre la puissance performée pour absence de détresse"", ""relire les paroles comme alerte transparente""]",,,,,,,,,,,,
concept,CONCEPT-172,registers/concepts/s41_hook_concepts_1980_epilogue_closer_track_by_track.md,CONCEPT-172 — chimie irrépétable,CONCEPT-172,chimie irrépétable,,"Mémoire de Hook selon laquelle la solidité collective entre Curtis, Sumner, Morris et lui atteint dans certains morceaux de Closer un niveau jamais retrouvé ensuite.
",,,"[""Chapitre 8"", ""Chapitre 12"", ""Chapitre 14""]",,,,,,,,,"{""type"": [""concept_groupe"", ""concept_closer"", ""concept_memoire""], ""stabilite"": ""stable""}",,,,,,,,,,,"[""S41-A221""]","[{""type"": ""prolonge"", ""cible"": ""CONCEPT-168""}, {""type"": ""prolonge"", ""cible"": ""CONCEPT-160""}]","[""transformer une mémoire affective en mesure objective""]",,,,,,,,,,,,
concept,CONCEPT-173,registers/concepts/s41_hook_concepts_1980_epilogue_closer_track_by_track.md,CONCEPT-173 — Closer comme plaisir d’écoute,CONCEPT-173,Closer comme plaisir d’écoute,,"Lecture de Closer par Hook comme disque qu’il écoute pour le plaisir, en raison de sa beauté et de son accomplissement musical, plutôt que comme simple mausolée posthume.
",,,"[""Chapitre 8"", ""Chapitre 12"", ""Chapitre 14""]",,,,,,,,,"{""type"": [""concept_closer"", ""concept_reception_interne"", ""concept_anti_teleologie""], ""stabilite"": ""stable""}",,,,,,,,,,,"[""S41-A222""]","[{""type"": ""nuance"", ""cible"": ""MYTH-CLOSER-FUNERAL-PROPHECY""}]","[""neutraliser la charge posthume réelle de l’album""]",,,,,,,,,,,,
concept,CONCEPT-053,registers/concepts/s41_hook_concepts_1977_warsaw_first_gigs_hannett_erasmus_demos.md,CONCEPT-053 — tutorat punk informel,CONCEPT-053,tutorat punk informel,,"Forme d’apprentissage non institutionnel par laquelle des groupes déjà actifs, notamment les Buzzcocks et Pete Shelley, transmettent des conseils, des contacts, des premières parties et une légitimité pratique aux groupes naissants.
",,,"[""Chapitre 6"", ""Chapitre 14""]",,,,,,,,,"{""type"": [""concept_scene"", ""concept_punk"", ""concept_reseau""], ""stabilite"": ""stable""}",,,,,,,,,,,"[""S41-A025""]","[{""type"": ""prolonge"", ""cible"": ""CONCEPT-050""}]","[""idéaliser l’ensemble de la scène punk mancunienne"", ""effacer rivalités, exclusions et jalousies""]",,,,,,,,,,,,
concept,CONCEPT-054,registers/concepts/s41_hook_concepts_1977_warsaw_first_gigs_hannett_erasmus_demos.md,CONCEPT-054 — ignorance productive punk,CONCEPT-054,ignorance productive punk,,"Concept désignant l’état d’incompétence initiale — absence de savoir technique, soundcheck approximatif, matériel emprunté, gestion amateur — qui limite objectivement le groupe mais lui donne aussi audace, autonomie et refus du careerisme.
",,,"[""Chapitre 6""]",,,,,,,,,"{""type"": [""concept_processus_creatif"", ""concept_live""], ""stabilite"": ""assez_stable""}",,,,,,,,,,,"[""S41-A027"", ""S41-A035""]","[{""type"": ""prolonge"", ""cible"": ""CONCEPT-041""}, {""type"": ""prolonge"", ""cible"": ""CONCEPT-050""}]","[""romantisation de l’incompétence"", ""oubli des coûts pratiques de l’amateurisme""]",,,,,,,,,,,,
