kind,id,file,heading,source_id,source_label,coverage,chapters,nature,status,priority,source_author,source_title,preuve,usage,prudence,source_short_title,source_year,workflow,date_integration,passage_atomise,statut_citationnel,article_author,article_title,volume,article_authors,version,date_atomisation,atomes,type,date_creation,type_unite,statut,fiabilite,atomes_source,dossier_source,source_drive,fichier_source_original,volume_contenant,auteur,titre,citation_directe,pages_pdf,annee_publication_en_ligne,annee_volume,source_url,fichier_source_recommande,publication,volume_numero,pagination,doi,licence,chapitres,chapitres_secondaires,niveau_preuve,pages_livre,passage,song_id,canonical_song,editeur,note_passage,distinct_from,atoms_file,relations_ids,atomisation_integrale,nb_atomes,nb_relations,previous_source_id,previous_source_redirect,source_id_requested_initially,titre_chapitre,titre_ouvrage,annee,edition,pages_utiles_pdf,source_auteur,source_titre,next_pass,source_part,date_revision,couverture,date_passe,legacy_id,relations,relations_file,note_numerotation,book_title,proof_level,date,identifiant_archive,publication_principale,pieces_incluses,auteur_section_manchester,section_utile,pages_utiles,section,annee_originale,annee_edition_us,source_fichier,lieu_edition,eisbn,titre_article,direction
metadata,NO_ID::registers/myths/s35_morris_mythes_part_03.md::5079,registers/myths/s35_morris_mythes_part_03.md,"Registre mythes — S35 — Morris, *Record Play Pause*, 2019 — part 03",S35,"S35 — Morris, Record Play Pause, 2019",,,,,,,,,,,"Stephen Morris, Record Play Pause: Confessions of a Post-Punk Percussionist, Volume I, 2019",2019,,,PDF p. 50-75,,,,,,,,,,,registre_mythes,candidat_stable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S35-PART-03,,,,,,,,,,,,,,,,,,,,,,,,
metadata,NO_ID::registers/myths/s35_morris_mythes_part_04.md::5083,registers/myths/s35_morris_mythes_part_04.md,"Registre mythes — S35 — Morris, *Record Play Pause*, 2019 — part 04",S35,"S35 — Morris, Record Play Pause, 2019",,,,,,,,,,,"Stephen Morris, Record Play Pause: Confessions of a Post-Punk Percussionist, Volume I, 2019",2019,,,PDF p. 75-102,,,,,,,,,,,registre_mythes,candidat_stable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S35-PART-04,,,,,,,,,,,,,,,,,,,,,,,,
metadata,NO_ID::registers/myths/s35_morris_mythes_part_05.md::5087,registers/myths/s35_morris_mythes_part_05.md,"Registre mythes — S35 — Morris, *Record Play Pause*, 2019 — part 05",S35,"S35 — Morris, Record Play Pause, 2019",,,,,,,,,,,"Stephen Morris, Record Play Pause: Confessions of a Post-Punk Percussionist, Volume I, 2019",2019,,,PDF p. 102-130,,,,,,,,,,,registre_mythes,candidat_stable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S35-PART-05,,,,,,,,,,,,,,,,,,,,,,,,
metadata,NO_ID::registers/myths/s39_bauman_liquid_modernity_myths.md::5092,registers/myths/s39_bauman_liquid_modernity_myths.md,"S39 — Mythes et garde-fous — Bauman, *Liquid Modernity*, 2000",S39,"S39 — Bauman, Liquid Modernity, 2000",,,,,,,,,,,"Zygmunt Bauman, Liquid Modernity, 2000",2000,registre mythes,2026-05-17,"Passage programmatique sur le passage de la modernité solide à la modernité liquide : affaiblissement des cadres durables, primat de la mobilité, instabilité des appartenances, fragilité des liens et transfert de l’incertitude vers les individus.",aucune citation verbatim intégrée,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
metadata,NO_ID::registers/myths/s40_cacciatore_hauntologie_no_future_myths.md::5093,registers/myths/s40_cacciatore_hauntologie_no_future_myths.md,"S40 - Mythes et garde-fous - Cacciatore, ...waiting for something to happen..., 2021",S40,"S40 - Cacciatore, ...waiting for something to happen..., 2021",,,,,,,,,,,"Fortunato M. Cacciatore, ...waiting for something to happen..., 2021",2021,registre mythes,2026-05-17,"Passage final sur le past inside the present, les spectres, le no future, la lente cancellazione del futuro, l'attente sans horizon stable et Joy Division comme objet spectral.",citations minimales ; pagination a verifier avant usage manuscrit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
metadata,NO_ID::registers/organizations/s35_morris_organizations_part_03.md::5239,registers/organizations/s35_morris_organizations_part_03.md,"Registre organisations — S35 — Morris, *Record Play Pause*, 2019 — part 03",S35,"S35 — Morris, Record Play Pause, 2019",,,,,,,,,,,"Stephen Morris, Record Play Pause: Confessions of a Post-Punk Percussionist, Volume I, 2019",2019,,,PDF p. 50-75,,,,,,,,,,,registre_organisations,selectif,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S35-PART-03,,,,,,,,,,,,,,,,,,,,,,,,
metadata,NO_ID::registers/organizations/s35_morris_organizations_part_04.md::5241,registers/organizations/s35_morris_organizations_part_04.md,"Registre organisations — S35 — Morris, *Record Play Pause*, 2019 — part 04",S35,"S35 — Morris, Record Play Pause, 2019",,,,,,,,,,,"Stephen Morris, Record Play Pause: Confessions of a Post-Punk Percussionist, Volume I, 2019",2019,,,PDF p. 75-102,,,,,,,,,,,registre_organisations,supplement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S35-PART-04,,,,,,,,,,,,,,,,,,,,,,,,
metadata,NO_ID::registers/organizations/s86_breyley_organizations.md::5243,registers/organizations/s86_breyley_organizations.md,"Registre des organisations — S86 — Breyley, 2018",S86,"S86 — Breyley, Iranian Musicians and Joy Division, 2018",,,,,,,,,,,"Gay Jennifer Breyley, 'I Hung around in Your Soundtrack': Affinities with Joy Division among Contemporary Iranian Musicians, 2018",2018,,,,,,,,,,,,registre_organisations,2026-05-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
metadata,NO_ID::registers/people/s35_morris_people_part_03.md::5291,registers/people/s35_morris_people_part_03.md,"Registre acteurs — S35 — Morris, *Record Play Pause*, 2019 — part 03",S35,"S35 — Morris, Record Play Pause, 2019",,,,,,,,,,,"Stephen Morris, Record Play Pause: Confessions of a Post-Punk Percussionist, Volume I, 2019",2019,,,PDF p. 50-75,,,,,,,,,,,registre_acteurs,selectif,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S35-PART-03,,,,,,,,,,,,,,,,,,,,,,,,
metadata,NO_ID::registers/people/s35_morris_people_part_04.md::5293,registers/people/s35_morris_people_part_04.md,"Registre acteurs — S35 — Morris, *Record Play Pause*, 2019 — part 04",S35,"S35 — Morris, Record Play Pause, 2019",,,,,,,,,,,"Stephen Morris, Record Play Pause: Confessions of a Post-Punk Percussionist, Volume I, 2019",2019,,,PDF p. 75-102,,,,,,,,,,,registre_acteurs,supplement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S35-PART-04,,,,,,,,,,,,,,,,,,,,,,,,
metadata,NO_ID::registers/people/s35_morris_people_part_05.md::5295,registers/people/s35_morris_people_part_05.md,"Registre acteurs — S35 — Morris, *Record Play Pause*, 2019 — part 05",S35,"S35 — Morris, Record Play Pause, 2019",,,,,,,,,,,"Stephen Morris, Record Play Pause: Confessions of a Post-Punk Percussionist, Volume I, 2019",2019,,,PDF p. 102-130,,,,,,,,,,,registre_acteurs,supplement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S35-PART-05,,,,,,,,,,,,,,,,,,,,,,,,
metadata,NO_ID::registers/people/s86_breyley_people.md::5467,registers/people/s86_breyley_people.md,"Registre des acteurs — S86 — Breyley, 2018",S86,"S86 — Breyley, Iranian Musicians and Joy Division, 2018",,,,,,,,,,,"Gay Jennifer Breyley, 'I Hung around in Your Soundtrack': Affinities with Joy Division among Contemporary Iranian Musicians, 2018",2018,,,,,,,,,,,,registre_acteurs,2026-05-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
metadata,NO_ID::registers/people/s87_otter_bickerdike_people.md::5469,registers/people/s87_otter_bickerdike_people.md,"Registre des acteurs — S87 — Otter Bickerdike, 2018",S87,"S87 — Otter Bickerdike, Posteconomy of Joy Division and Ian Curtis, 2018",,,,,,,,,,,"Jennifer Otter Bickerdike, As If It Never Happened: The Posteconomy of Joy Division and Ian Curtis, 2018",2018,,,,,,,,,,,,registre_acteurs,2026-05-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
metadata,NO_ID::registers/people/s88_cashell_people.md::5471,registers/people/s88_cashell_people.md,"Registre des acteurs — S88 — Cashell, 2018",S88,"S88 — Cashell, Spectral Presences: Transition from Joy Division to New Order, 2018",,,,,,,,,,,"Kieran Cashell, Things That Aren't There: Spectral Presences in Musical Absences – The Transition from Joy Division to New Order, 2018",2018,,,,,,,,,,,,registre_acteurs,2026-05-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
metadata,NO_ID::registers/places/s35_morris_places_part_03.md::5485,registers/places/s35_morris_places_part_03.md,"Registre lieux — S35 — Morris, *Record Play Pause*, 2019 — part 03",S35,"S35 — Morris, Record Play Pause, 2019",,,,,,,,,,,"Stephen Morris, Record Play Pause: Confessions of a Post-Punk Percussionist, Volume I, 2019",2019,,,PDF p. 50-75,,,,,,,,,,,registre_lieux,selectif,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S35-PART-03,,,,,,,,,,,,,,,,,,,,,,,,
metadata,NO_ID::registers/places/s35_morris_places_part_04.md::5487,registers/places/s35_morris_places_part_04.md,"Registre lieux — S35 — Morris, *Record Play Pause*, 2019 — part 04",S35,"S35 — Morris, Record Play Pause, 2019",,,,,,,,,,,"Stephen Morris, Record Play Pause: Confessions of a Post-Punk Percussionist, Volume I, 2019",2019,,,PDF p. 75-102,,,,,,,,,,,registre_lieux,supplement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S35-PART-04,,,,,,,,,,,,,,,,,,,,,,,,
metadata,NO_ID::registers/quotes/s35_morris_quotes_part_03.md::5504,registers/quotes/s35_morris_quotes_part_03.md,"Registre citations candidates — S35 — Morris, *Record Play Pause*, 2019 — part 03",S35,"S35 — Morris, Record Play Pause, 2019",,,,,,,,,,,"Stephen Morris, Record Play Pause: Confessions of a Post-Punk Percussionist, Volume I, 2019",2019,,,PDF p. 50-75,,,,,,,,,,,registre_citations,citations_candidates_non_verbatim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S35-PART-03,,,,,,,,,,,,,,,,,,,,,,,,
metadata,NO_ID::registers/quotes/s35_morris_quotes_part_04.md::5506,registers/quotes/s35_morris_quotes_part_04.md,"Registre citations candidates — S35 — Morris, *Record Play Pause*, 2019 — part 04",S35,"S35 — Morris, Record Play Pause, 2019",,,,,,,,,,,"Stephen Morris, Record Play Pause: Confessions of a Post-Punk Percussionist, Volume I, 2019",2019,,,PDF p. 75-102,,,,,,,,,,,registre_citations,candidates_a_verifier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S35-PART-04,,,,,,,,,,,,,,,,,,,,,,,,
metadata,NO_ID::registers/quotes/s35_morris_quotes_part_05.md::5508,registers/quotes/s35_morris_quotes_part_05.md,"Registre citations candidates — S35 — Morris, *Record Play Pause*, 2019 — part 05",S35,"S35 — Morris, Record Play Pause, 2019",,,,,,,,,,,"Stephen Morris, Record Play Pause: Confessions of a Post-Punk Percussionist, Volume I, 2019",2019,,,PDF p. 102-130,,,,,,,,,,,registre_citations,candidates_a_verifier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S35-PART-05,,,,,,,,,,,,,,,,,,,,,,,,
metadata,NO_ID::registers/quotes/s86_breyley_quotes.md::5812,registers/quotes/s86_breyley_quotes.md,"Citations — S86 — Breyley, 2018",S86,"S86 — Breyley, Iranian Musicians and Joy Division, 2018",,,,,,,,,,,"Gay Jennifer Breyley, 'I Hung around in Your Soundtrack': Affinities with Joy Division among Contemporary Iranian Musicians, 2018",2018,,,,,,,,,,,,registre_citations,2026-05-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
metadata,NO_ID::registers/quotes/s87_otter_bickerdike_quotes.md::5819,registers/quotes/s87_otter_bickerdike_quotes.md,"Citations — S87 — Otter Bickerdike, 2018",S87,"S87 — Otter Bickerdike, Posteconomy of Joy Division and Ian Curtis, 2018",,,,,,,,,,,"Jennifer Otter Bickerdike, As If It Never Happened: The Posteconomy of Joy Division and Ian Curtis, 2018",2018,,,,,,,,,,,,registre_citations,2026-05-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
metadata,NO_ID::registers/quotes/s88_cashell_quotes.md::5826,registers/quotes/s88_cashell_quotes.md,"Citations — S88 — Cashell, 2018",S88,"S88 — Cashell, Spectral Presences: Transition from Joy Division to New Order, 2018",,,,,,,,,,,"Kieran Cashell, Things That Aren't There: Spectral Presences in Musical Absences – The Transition from Joy Division to New Order, 2018",2018,,,,,,,,,,,,registre_citations,2026-05-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
metadata,NO_ID::registers/references/s02_sueur_source_canonique.md::5890,registers/references/s02_sueur_source_canonique.md,Consignes pour les futurs atomes,S02,"S02 — Sueur, Villes du futur, futur des villes, 2011",,,,,,,,source secondaire institutionnelle,"cadre urbain, désindustrialisation, shrinking city, régénération, image de Manchester",ne pas utiliser comme source primaire sur Joy Division ; croiser les données chiffrées avec sources urbaines spécialisées,"Jean-Pierre Sueur / Sénat, Villes du futur, futur des villes : quel avenir pour les villes du monde ? Tome II : Analyses, 2011",2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Manchester : shrinking city et renouveau urbain,,,,,,,
metadata,NO_ID::registers/references/s05_jeffery_tufail_jackson_source_canonique.md::5895,registers/references/s05_jeffery_tufail_jackson_source_canonique.md,Consignes pour les futurs atomes,S05,"S05 — Jeffery, Tufail & Jackson, Policing and the Reproduction of Local Social Order, 2015",,,,,,,,source secondaire universitaire,"police, ordre public, Greater Manchester Police, James Anderton, Moss Side, antifascisme, Ordsall, Oldham, régénération sécurisée","ne pas utiliser comme source directe sur Joy Division ; distinguer cadre théorique, récit historique, citations rapportées et faits locaux sensibles","Bob Jeffery ; Waqas Tufail ; Will Jackson, Policing and the Reproduction of Local Social Order: a case study of Greater Manchester, 2015",2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
metadata,NO_ID::registers/references/s06_carter_hulme_source_canonique.md::5897,registers/references/s06_carter_hulme_source_canonique.md,Consignes pour les futurs atomes,S06,"S06 — Carter, Youth, race and the inner-city estate, 2021/2023",,,,,,,,source secondaire universitaire ; histoire orale ; article open access,"Hulme, inner city, race, jeunesse, stigmatisation, témoignages, oral history, Hulme Crescents, représentations médiatiques","ne pas utiliser comme source directe sur Joy Division ; distinguer représentation, témoignage et expérience vécue ; croiser avec S20 pour la morphologie urbaine de Hulme","Isabelle Carter, Youth, race and the inner-city estate: narratives of everyday life in Manchester’s Hulme, 1970–1994, 2021/2023",2021/2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
metadata,NO_ID::registers/references/s09_cummins_joy_division_source_canonique.md::5902,registers/references/s09_cummins_joy_division_source_canonique.md,Consignes pour les futurs atomes,S09,"S09 — Cummins, Joy Division, 2010",,,,,,,,source visuelle primaire éditorialisée,"iconographie, Kevin Cummins, photographie, Joy Division, Manchester, Hulme, Epping Walk, noir et blanc, posture, géographie émotionnelle, mémoire visuelle","ne pas utiliser comme source factuelle principale ; vérifier page, date, lieu, légende et droits avant reproduction ou citation iconographique","Kevin Cummins, Joy Division, 2010",2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
metadata,NO_ID::registers/references/s10_sumner_chapter_and_verse_source_canonique.md::5904,registers/references/s10_sumner_chapter_and_verse_source_canonique.md,Consignes pour les futurs atomes,S10,"S10 — Sumner, Chapter and Verse, 2014/2015",,,,,,,,source primaire rétrospective,"Sumner, Salford, Lower Broughton, Joy Division, Hook, Curtis, Warsaw, Factory, Hannett, Unknown Pleasures, Curtis epilepsy, New Order","témoignage rétrospectif ; croiser avec S41, S45, S76 et sources secondaires ; éviter les citations longues","Bernard Sumner, Chapter and Verse: New Order, Joy Division and Me, 2014/2015",2014/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
metadata,NO_ID::registers/references/s11_hm_treasury_fsbr_source_canonique.md::5912,registers/references/s11_hm_treasury_fsbr_source_canonique.md,Consignes pour les futurs atomes,S11,"S11 — HM Treasury, Financial Statement and Budget Report 1987-88, 1987",,,,,,,,source primaire gouvernementale contemporaine,"Thatcherism, MTFS, PSBR, public expenditure, privatisation, taxation, inflation, employment, unemployment, industrial policy, macroeconomic official narrative","source officielle ; distinguer prévisions et données constatées ; ne pas extrapoler mécaniquement au cas de Manchester ; croiser avec sources urbaines, sociales et culturelles","HM Treasury, Financial Statement and Budget Report 1987-88, 1987",1987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
metadata,NO_ID::registers/references/s12_press_aids_anderton_source_canonique.md::5917,registers/references/s12_press_aids_anderton_source_canonique.md,Consignes pour les futurs atomes,S12,"S12 — Dossier de presse, AIDS / Anderton, 13 décembre 1986",,,,,,,,source primaire journalistique contemporaine,"James Anderton, Greater Manchester Police, sida, morale publique, ordre social, conservatisme moral, police authority, discours stigmatisants","ne pas utiliser comme source médicale ; distinguer citations, discours rapportés et commentaires journalistiques ; croiser avec S05 ; ne pas reproduire les expressions stigmatisantes sans distance critique","The Times ; Nicholas Wood ; Thomson Prentice ; auteurs multiples, Bundle of press articles re AIDS, 1986",1986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
metadata,NO_ID::registers/references/s13_tomeo_dance_dance_dance_source_canonique.md::5919,registers/references/s13_tomeo_dance_dance_dance_source_canonique.md,Consignes pour les futurs atomes,S13,"S13 — Tomeo, Dance Dance Dance!, 2021",,,,,,,,source secondaire critique / lecture esthétique et musicologique,"Interzone, sound Joy Division, rave era, danse, corps, transe, performance, présence absente, répétition, hypnose sonore",ne pas utiliser comme source factuelle principale ; éviter la causalité proto-rave ; vérifier l’italien et la pagination ; croiser les faits avec sources primaires et discographiques,"Caterina Tomeo, Dance Dance Dance! L’Interzone tra il sound dei Joy Division e la rave era, 2021",2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
metadata,NO_ID::registers/references/s14_happy_mondays_gods_cop_source_canonique.md::5926,registers/references/s14_happy_mondays_gods_cop_source_canonique.md,Consignes pour les futurs atomes,S14,"S14 — Happy Mondays, God’s Cop, 1990",,,,,,,,source musicale primaire ; référence discographique,"Happy Mondays, God’s Cop, James Anderton, Factory Records, Madchester, police, morale, rave, satire, mémoire culturelle mancunienne","ne pas utiliser comme source factuelle sur Anderton ; croiser avec S05 et S12 ; vérifier les paroles, l’édition et les crédits avant citation","Happy Mondays, God’s Cop, 1990",1990,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
metadata,NO_ID::registers/references/s20_dodge_source_canonique.md::5932,registers/references/s20_dodge_source_canonique.md,Consignes pour les futurs atomes,S20,"S20 — Dodge, Mapping Manchester’s housing problems, Manchester Geographies, s.d.",,,,,,,,source secondaire universitaire,"logement, morphologie urbaine, taudis, logement social, Wythenshawe, Hulme, Beswick, géographie historique de Manchester",ne pas utiliser comme source interne sur Joy Division ; ne pas confondre avec S04 Kidd ; ancien S20 Reynolds redirigé vers S72 ; vérifier année et édition avant citation finale,"Martin Dodge, Mapping the geographies of Manchester’s housing problems and the twentieth century solutions, s.d.",s.d.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
metadata,NO_ID::registers/references/s22_wilkinson_city_fun_source_canonique.md::5934,registers/references/s22_wilkinson_city_fun_source_canonique.md,Consignes pour les futurs atomes,S22,"S22 — Wilkinson, City Fun and the politics of post-punk, 2018",,,,,,,,source secondaire universitaire,"City Fun, fanzine, post-punk media, Factory Records, Tony Wilson, Paul Morley, Liz Naylor, Cath Carroll, Rochdale Alternative Press, DIY, libertarian left, gender politics, class, identity politics, Manchester media",distinguer S21 source primaire et S22 source secondaire ; contextualiser les formulations satiriques ; ne pas utiliser comme source directe sur Joy Division ; croiser les exemples de City Fun avec le corpus primaire avant citation manuscrit,"David Wilkinson, ‘Pam ponders Paul Morley’s cat’: City Fun and the politics of post-punk, 2018",2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
metadata,NO_ID::registers/references/s26_post_punk_then_now_source_canonique.md::5936,registers/references/s26_post_punk_then_now_source_canonique.md,Consignes pour les futurs atomes,S26,"S26 — Butt, Eshun & Fisher (dir.), Post-Punk Then and Now, 2016",,,,,,,,source secondaire critique / source orale éditorialisée,"post-punk, popular modernism, art school, welfare state, autodidaxie, alternative public sphere, post-punk commons, Mark Fisher, Gavin Butt, Kodwo Eshun, Thatcherism, austerity, temporalité culturelle","identifier chapitre et locuteur ; ne pas utiliser comme source factuelle primaire sur Joy Division ; éviter la généralisation non médiée des scènes Leeds, No Wave, Pologne ou The Jam au cas Joy Division","Gavin Butt ; Kodwo Eshun ; Mark Fisher (dir.), Post-Punk Then and Now, 2016",2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
metadata,NO_ID::registers/references/s27_riom_review_crossley_source_canonique.md::5938,registers/references/s27_riom_review_crossley_source_canonique.md,Consignes pour les futurs atomes,S27,"S27 — Riom, compte rendu de Crossley, Networks of Sound, Style and Subversion, 2016",,,,,,,,source secondaire critique ; compte rendu d’ouvrage,"Crossley, analyse de réseaux, scènes punk et post-punk, Manchester, London, Liverpool, Sheffield, music world, effervescence collective, personnel renfort, gatekeepers, limites de la méthode",ne pas citer comme si le livre de Crossley avait été consulté ; distinguer thèses de Crossley et commentaires de Riom ; retourner au livre pour toute donnée fine,"Loïc Riom, Nick CROSSLEY, Networks of Sound, Style and Subversion: The Punk and Post-punk Worlds of Manchester, London and Sheffield, 1975-1980, 2016",2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
metadata,NO_ID::registers/references/s29_goddard_missions_dead_souls_source_canonique.md::5940,registers/references/s29_goddard_missions_dead_souls_source_canonique.md,Consignes pour les futurs atomes,S29,"S29 — Goddard, Missions of Dead Souls, 2018",,,,,,,,source secondaire critique / cadre théorique hauntologique,"hauntology, sonic hauntology, industrial music, Mark Fisher, Simon Reynolds, Derrida, Berardi, Throbbing Gristle, Cabaret Voltaire, modernism, esotericism, occult, postindustrial Manchester, lost futures","identifier les auteurs cités ; ne pas utiliser comme source primaire ; ne pas esthétiser suicide ou dépression ; croiser les faits avec sources biographiques, discographiques et historiques","Michael Goddard, Missions of Dead Souls: A Hauntology of the Industrial, Modernism and Esotericism in the Music of Joy Division, 2018",2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
metadata,NO_ID::registers/references/s35_morris_record_play_pause_part_04_reference_supplement.md::5943,registers/references/s35_morris_record_play_pause_part_04_reference_supplement.md,"Registre références — S35 — Morris, *Record Play Pause*, 2019 — part 04",S35,"S35 — Morris, Record Play Pause, 2019",,,,,,,,,,,"Stephen Morris, Record Play Pause: Confessions of a Post-Punk Percussionist, Volume I, 2019",2019,,,PDF p. 75-102,,,,,,,,,,,registre_references,supplement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S35-PART-04,,,,,,,,,,,,,,,,,,,,,,,,
metadata,NO_ID::registers/references/s35_morris_record_play_pause_part_05_reference_supplement.md::5946,registers/references/s35_morris_record_play_pause_part_05_reference_supplement.md,"Registre références — S35 — Morris, *Record Play Pause*, 2019 — part 05",S35,"S35 — Morris, Record Play Pause, 2019",,,,,,,,,,,"Stephen Morris, Record Play Pause: Confessions of a Post-Punk Percussionist, Volume I, 2019",2019,,,PDF p. 102-130,,,,,,,,,,,registre_references,supplement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S35-PART-05,,,,,,,,,,,,,,,,,,,,,,,,
metadata,NO_ID::registers/references/s39_bauman_liquid_modernity_source_canonique.md::5951,registers/references/s39_bauman_liquid_modernity_source_canonique.md,7. Consignes pour les futurs atomes,S39,"S39 — Bauman, Liquid Modernity, 2000",,,,,,,,source secondaire théorique / sociologie de la modernité,"modernité liquide, dissolution des cadres stables, mobilité, incertitude, fragilité des appartenances, réception contemporaine",ne pas utiliser comme source historique ou musicale ; employer Bauman comme cadre rétrospectif ; distinguer Liquid Modernity de La vie liquide,"Zygmunt Bauman, Liquid Modernity, 2000",2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
metadata,NO_ID::registers/references/s40_cacciatore_waiting_for_something_to_happen_source_canonique.md::5952,registers/references/s40_cacciatore_waiting_for_something_to_happen_source_canonique.md,7. Consignes pour les futurs atomes,S40,"S40 — Cacciatore, ...waiting for something to happen..., 2021",,,,,,,,source secondaire critique / article philosophico-esthetique,"attente, hauntologie, no future, futur perdu, spectres, reception posthume",ne pas utiliser comme source factuelle principale ; verifier la pagination avant citation ; distinguer l'article du volume collectif,"Fortunato M. Cacciatore, ...waiting for something to happen..., 2021",2021,,,,,Fortunato M. Cacciatore,...waiting for something to happen...,Our Vision Touched the Sky: Fenomenologia dei Joy Division,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
